article_id,header,text,source,city_1,city_2,city_3,lang_1,lang_2,lang_3,role_1,role_2,role_3,perk_1,perk_2,perk_3
16493364,"Blue Vision Labs | London, United Kingdom | Onsite, Visa,   Stealth startup working on augmen"," Our team comprises experienced software engineers, accomplished entrepreneurs, and PhDs from top universities. We offer a full range of benefits, a friendly and dynamic atmosphere where everyone learns, grows and contributes to our core product. We are seeking ambitious people with industry experience to join our team: <pre><code>  AR / VR Developer   | Mobile (iOS / Android)
  Software engineers  | Backend, Data, Pipeline (+internships)
  Software engineers  | 3D Visualisation / Graphics
  Research engineers  | Computer Vision (+internships)
  Research scientists | Computer Vision
</code></pre> <pre><code>  Flexibility
  Competitive compensation and equity packages
  Central London office
  Free breakfast/coffee/lunch/coffee/gym
  Visa sponsorship</code></pre>",March 2018,London,,,,,,Developer,Software Developer,,Onsite,Visa,
16493399,"Polly | Mid/Senior Full-Stack Devs and Customer Success | Onsite: Seattle, WA | Full time | $120-160k"," Polly is 10-person startup that builds survey software in a messaging interface (Slack, MS Teams). We currently support over 10,000 companies/teams actively using the product, and have a unique angle on why surveys will look completely different over the next 10 years in the enterprise. You'll have the opportunity to come and have an impact on real customers in your first week! Mid/Senior Full-stack dev - Looking for people that are autonomous, and want to own areas of the product.  We work reasonable hours, but your willingness to work hard during those hours is more important that your technical chops (but you'll need those too!). Our stack is react, meteor, node, typescript, AWS. Customer Success Manager - looking for someone to come in and be the first hire on the business side of the product. Ideal person has worked at an early stage startup as an account manager, CSM, sales rep, or a founder, and is willing to wear multiple hats. You should not be afraid to tell the founders what they should be doing! We offer medical, dental, vision, parental leave in addition to other benefits. Email me at samird@polly.ai and reference HN.",March 2018,Seattle,,,,,,,,,Onsite,,
16496820,"Clinc | Software Engineers | Ann Arbor & SF | Onsite, Full-time & Internships |"," Clinc builds the world's most advanced conversational AI. Our team includes top researchers in systems & AI, and engineers that have scaled software at Facebook and Google. We're a post-series A startup that has raised $8M. We are growing quickly (team & revenue!), and we're partnered with some of the world's largest financial institutions. We have several engineering roles open in our downtown Ann Arbor HQ as well as in our SF office in Fidi: <pre><code>  * Full-stack software engineer
  * Data scientist
  * Front-end web engineer
</code></pre> Learn more and apply at:",March 2018,,,,,,,Data Engineer,Data Scientist,Software Engineer,Onsite,,
16744402,"Envision AI | iOS Developer | Delft, The Netherlands | Remote/Onsite, Fulltime | www.letsenvision.com"," We're building a visual recognition platform that's helping visually impaired people live more independently. This is currently in the form of an iOS app. We're growing pretty fast and need a full time iOS intern or a professional part-timer who can give us 25-30 hours a week minimum. We're okay with remote applications from around the world. We're currently working on the cutting edge in deep-learning on mobile space. This would be a great opportunity to break new ground together. We're also very active in the iOS Accessibility community and have given talks/workshops in a lot of leading EU accessibility conferences. Here's what we're looking for: - Experience with Swift. - Experience with AV Foundation. - Working knowledge of Node.js. - Experience with Obj-C, OpenCV/Core Image is a plus. You can write to us at karthik@letsenvision.com. Please send us your CV and some of the apps you've worked on as a sample.",April 2018,,,,Swift,,,,,,Onsite,Remote,
16526285,"Carbon Five | San Francisco, Santa Monica, Chattanooga, New Yor| Full-Time, Onsite |"," Carbon Five is a digital product development consultancy. We partner with our clients to create exceptional products and grow effective teams. We work with for numerous startups in addition to companies and organizations like Good Eggs, StitchFix, Autodesk, Hulu, National Geographic, and the San Francisco Museum of Modern Art. To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: Here are our open roles: - Technical Lead: - Test Driven Web Developer: - Test Driven Mobile Developer: Tech Stack: The majority of our work is in Rails, Node, and Java, but almost everything is up for grabs. The only tech we don’t work in is .NET and PHP.",March 2018,San Francisco,,,Java,PHP,,Developer,Java Developer,Web Developer,Onsite,,
16735986,"Okta | SF, Toronto, Seattle, London | Full-time, On Site"," Okta is a company which provides secure connections between the people and technology. We are builders and owners. We believe we are solving some extremely big problems. Join a group of amazing humans who thrive on making customers—and each other—successful. Why work at Okta? 
We believe that work is a never-ending process of learning and iteration. We work on extremely complex problems. We work on products that make millions of people's work lives better. We're funded by the industry's most respected investors. Benefits: Happy hours, Ping pong, Lounges, Food, Global offices, HQ in San Francisco's bustling SOMA district, HQ South in San Jose, Competitive salary, Stock options, Flexible time off, Weekly All-Hands, Hackathons and Volunteer events. These are some of the ideas we live by: Confront the hard problems and solve them. Don't bullshit people. Protect the customer. Think bigger. Make it work. Never stop. Please visit:",April 2018,London,Toronto,Seattle,,,,,,,,,
16736427,"Formlabs | Somerville, MA | ONSITE | Full-Time | Software and Mechanical Engineers"," Join Formlabs if you want to bring groundbreaking professional 3D printers to the desktop of every designer, engineer, researcher, and artist in the world. Formlabs also offers lunch 3 days a week, unlimited, flexible vacation time, and a comprehensive healthcare package. DevOps Engineer: Software Engineer: Manufacturing Software Engineer: Web Developer: Mechanical Engineer: R&D Engineering Technician:",April 2018,,,,,,,Developer,Software Developer,Software Engineer,Onsite,,
16762417,"DocTalk (YC W17) | Android Engineers, iOS Engineers, Full stack Engi| Hyderabad, IN | Onsite | Full-time"," At DocTalk, we’re working hard to revolutionize patient care while improving doctors’ lives. We’re improving medical outcomes and changing how people take care of their health in India. Our product works across platforms and we’re looking for engineers with deep understanding and experience with all parts of the stack to join our team. Shipping valuable features requires close coordination between database, API, frontend, and mobile workstreams; DocTalk engineers commonly pair and rotate focus between these responsibilities. We consistently work with new technologies, and thus value professionals who are open to learning new things, regardless of pre-existing comfort zones. DocTalk software engineers might solve any of the following problems: • Build backend microservices • Integrate 3rd party services and data pipelines to drive underwriting decisions • Build and maintain a codebase downloaded more than 10000 times • Triage bugs and exceptions reported in production • Create intelligent monitors for key customer experiences and risk-relevant events • Automate daily accounting and financial statements for the company • Measure and optimize API performance Email vishesh@getdoctalk.com with your LinkedIn/Github/Resume and please mention you saw the post on HN!",April 2018,Hyderabad,,,,,,,,,Onsite,,
16739468,"BenchSci |   | Toronto, ON, Canada | ONSITE Full-time We are looking for software engi"," BenchSci is a machine learning startup based in Toronto. We use A.I to decode biomedical papers to help scientists accelerate drug discovery. Each year, biomedical researchers waste over a billion combined hours. The problem is with products they purchase to influence and measure proteins. There are millions of them, from hundreds of vendors. Finding the right products for specific experiments is tough. Researchers spend hours and sometimes days searching through published papers for guidance. But even then, many products they buy don't work. Some aren't right for a specific experiment. Others are poor quality. This delays scientific discoveries by weeks or months. And it slows availability of breakthrough treatments, while making them more expensive. Apply here:",April 2018,Toronto,,,,,,,,,Onsite,,
16736228,"Cloud Technology Partners (a HPE Company) | Boston, MA | Full-time | Multiple Positions (Service, Sales, Marketing) | REMOTE"," Cloud Technology Partners (CTP), a Hewlett Packard Enterprise company, is the premier cloud services and software company for enterprises moving to AWS, Google, Microsoft and other leading cloud platforms. From strategy to operations, CTP accelerates end-to-end cloud adoption with the best services, software and intellectual property available on the market. Our cloud adoption program and digital innovation solutions help you achieve business results faster, no matter where you are in your cloud transformation. Tools with which you should be proficient: * Cloud APIs: AWS, Azure, GCP, Alibaba, or another Cloud Platform * Configuration Management tools: Ansible, SaltStack, Chef, Puppet * Scripting Languages: Python, Perl, Bash, Golang * Systems Administration: Linux, Windows * Network Administration: Linux, Windows Positions: - AWS Architect |",April 2018,Boston,,,Python,Perl,Bash,Cloud Architect,Network Architect,Software Architect,Remote,,
16739445,"Datadog | Software Engineers | ONSITE (Boston, New York City, Paris) and REMOTE | Full-time"," Datadog is a monitoring and tracing service for your infrastructure and services. We build our own tsdb, distributed tracing tools, cutting edge visualizations, and more. We love shipping great experiences for customers just like us and are growing fast! We're mostly Go, Python, and React, on AWS, and moving to k8s. We're looking for people who can build systems at scale as we process trillions of events per day. Let us know if that's you! <a href=""https://www.datadoghq.com/jobs-engineering/?gh_src=ywmco2h41"" rel=""nofollow"">https://www.datadoghq.com/jobs-engineering/?gh_src=ywmco2h41</a>",April 2018,New York,Paris,Boston,Python,Go,,,,,Onsite,Remote,
16736677,"Front (YC S14) | Software Engineers | San Francisco, CA and Paris, France | ONSITE | FULL-TIME | VISA"," At Front, we're redefining work communication and collaboration with our shared inbox for teams. Front brings all of your communication channels (email, Facebook, Twitter, Twilio SMS, live chat etc.) into one place, so you can triage and assign messages, have internal conversations around them, and even sync work across other apps you use from Salesforce to GitHub, without ever leaving your inbox. Today, over 2,500 companies rely on Front to power their communications, and we're just getting started. We are hiring for software engineers across all parts of the stack. Apply at Our next chapter: Announcing our $66 million Series B round Forbes: How Front Founder Mathilde Collin Raised $66 Million From Sequoia In Five Days Front product roadmap Transparency at work 20 Female Founded Startups to Join in 2018",April 2018,Paris,San Francisco,,,,,,,,Onsite,Visa,
16500744,"Prolific (www.prolific.ac) | Oxford, UK | £40,000-£50,000 GBP + options | REMOTE or Onsite"," Prolific (www.prolific.ac) brings people together to power the world’s research. It is the first scientific, highly scalable, ethical participant recruitment platform for researchers around the world. Quantitative and qualitative researchers, data scientists, and entrepreneurs all need valid and reliable data sources to make predictions about human behaviour, social change, and global developments. Thanks to our online platform, researchers collect responses fast and participants earn cash rewards for themselves or for charity. In a world of unreliable results, Prolific makes data trustworthy and connects the public with science. We're hiring for Backend Engineer/ DevOps (Python/MongoDB/PostgreSQL/Redis/Kubernetes/GCP). Our stack: Python, Django, MongoDB, Redis, Kubernetes, Vue.js. You’ll be joining an enthusiastic team of seven (2 remote, 5 onsite) based in Oxford, UK. More info:",March 2018,,,,Python,,,Data Engineer,,,Onsite,Remote,
16495969,"GiveCampus (YC S15) | Full-Stack and Front-End Engineers | DC, SF | ONSITE, FULL-TIME |"," GiveCampus builds fundraising software for colleges, universities, and K-12 schools. The company is less than 3 years old and already serves more than 400 schools, including 30 of the Top 50-ranked colleges in the United States. We're backed by Y Combinator and YC's CEO listed us among the 20 YC companies that he expects to be a household name by 2020 ( On the engineering side, we're looking for both full-stack (Ruby on Rails, Postgres) and front-end engineers with at least 2 years of professional experience. Our current team was previously with Facebook, Amazon, and Intel. Please no recruiters or dev shops. We are also hiring for a Director of Product, as well as Business Development and Partner Success roles! We're still a small team, so if you're looking to join a fast-growing startup and have an immediate impact, please reach out to careers@givecampus.com with a bit about why you're passionate about education, and a project you've working on that you're particularly proud of.",March 2018,,,,Ruby,,,,,,Onsite,,
16501993,Giant Monkey ( ) | Berlin | On-site | Full-time," # Company Giant Monkey Software Engineering GmbH is an agile company for software engineering. We develop web-based software in the health and culture sector. # Main product Our primary product is gomus, the software for visitor management in museums. # Job description Your job will be developing the leading visitor management software for museums.
We build the most technologically advanced web-based software for museums. With GraphQL, Angular, Ruby on Rails and Kubernetes. We need you to support us with frontend programming with angular 5+, including orchestrating components and services communicating with backend services. Together with your team, consisting of young, highly motivated software engineers, we want to push the world of museums forward. Allowing better and easier access to culture. Taking advantage of digital media in order to reach younger generations. You will take on the following duties: * Programming fontend web applications * Writing tests and documentation * Designing and architecting new features * Working together with colleagues and management as a team. * You will be the 11th full time member of our team so expect to take on responsibility. More info: * # Contact kontakt@giantmonkey.de",March 2018,Berlin,,,Ruby,,,,,,,,
16735509,Factual | Engineers and data lovers | Los Angeles | www.factual.com/jobs#openings," Factual is currently hiring engineers and data lovers of all levels in Los Angeles. Factual’s location platform enriches mobile location signals with definitive global data, enabling personalized and contextually relevant mobile experiences. Built from billions of inputs, the data is constantly updated by Factual’s real-time data stack. We were named one of ""50 Disruptive Companies in 2013"" by MIT Technology Review. We have a terrific team that is still fairly small and an incredible CEO who was previously the co-founder of Applied Semantics (which was bought by Google and became AdSense). Factual has venture funding from Andreessen-Horowitz. There are many challenging problems to work on at all layers of the stack: data cleaning and canonicalization, storage, deduping, serving, APIs, improving data using machine learning, etc. A great example is one of our most recent products, Geopulse Audience, which stands at the intersection of high quality places data and large scale analysis of user geo-data: You can email me personally at alexr@factual.com, or view our job postings here:",April 2018,Los Angeles,,,,,,,,,,,
16736857,"ADM | Oracle Database Administrator | Greater Cincinnati, OH | ONSITE | No Visa sponsorship"," For more than a century, the people of Archer Daniels Midland Company (NYSE: ADM) have transformed crops into products that serve the vital needs of a growing world. Today, we’re one of the world’s largest agricultural processors and food ingredient providers, with approximately 31,000 employees serving customers in more than 170 countries. With a global value chain that includes approximately 500 crop procurement locations, 270 ingredient manufacturing facilities, 44 innovation centers and the world’s premier crop transportation network, we connect the harvest to the home, making products for food, animal feed, industrial and energy uses. Learn more at www.adm.com. Database tech:
RAC, ASM, ExaData, Dataguard, Audit Vault, Advanced Compression, Advanced Security, Partitioning, Enterprise Manager 13c, Golden Gate, ZFS Appliance, Resource Manager, RMAN, In-Memory, Multi Tenant, TDE Database versions:
11.2, 12.1, 12.2 Additional skills:
Linux sysadmin, BASH, Python, SQL, PL/SQL, AWS RDS CLI Relocation assistance is available with this position. Apply online:
Oracle Database Administrator-Erlanger, KY",April 2018,,,,Python,SQL,Bash,Database Administrator,Network Administrator,,Onsite,Visa,
16494132,"Cogo Labs | Boston / Cambridge, MA | Software Engineer | Fulltime | ONSITE |"," Cogo Labs provides the companies we incubate with access to a centralized tech platform that they can use to bootstrap their businesses. We are looking for a Software Engineer who can help us further develop this platform, making it the best possible toolchain for running marketing campaigns and launching new websites. You’ll collaborate with and learn from experienced engineers while making contributions that directly impact the success and profitability of teams and companies that we’re building. When it comes to bits and bytes, our guiding philosophy is that using the right tool for a job is more important than rigid adherence to any particular programming language or tech stack. From humble origins in Python (we still use Python to write quick prototypes and one-off scripts), the majority of our core systems have evolved into highly concurrent Golang services. We also use some embedded Lua and dabble with low level network protocols. RabbitMQ, Redis, MySQL, PostgreSQL, and Amazon Redshift are some of our favorite data wrangling tools; Munin, Nagios, and Icinga keep us alerted when something's going awry. Feel free to email me if you have any questions or apply through Tyler F, tfinethy@cogolabs.com",March 2018,Boston,,,Python,Lua,,Data Engineer,Network Engineer,Software Engineer,Onsite,,
16738268,"Health Recovery Solutions | Android, Software Engineer, Front End, Data Scien| Jersey City, NJ | Full-time, Onsite |"," Our marketing team says it better than me: Health Recovery Solutions (HRS) supplies leading home care agencies with the most advanced remote monitoring platform focused on changing patient behavior to reduce readmissions and improve clinical outcomes. HRS’ disease-specific engagement kits are customized with educational video, care plans, medication reminders while integrated with Bluetooth peripherals to engage patients. For clinicians, HRS' software allows for the management of high-risk patients and provides seamless communication with them through video chat, wound imaging and text messaging. For family members and caregivers, HRS' software gives them the ability to be fully involved in their family member's care and well-being. We're a startup that builds tele-health, remote patient monitor, software. Our stack is mainly Java, PHP, and Python (my doing). Contact me: jkatz@healthrecoverysolutions.com",April 2018,,,,Java,Python,PHP,,,,Onsite,,
16753941,Capital Match |   | Singapore | Onsite preferred (visa sponsorship) | Full-time," We're currently looking for one or more experienced Haskell developers to join our team in Singapore. Our platform, built almost entirely in Haskell, is the largest marketplace invoice financing platform in South-East Asia, having processed more than US$50 million in funding over the past two years. We’re currently expanding into new markets and new territories, and we’re looking to expand our team! What we look for in a developer: * Haskell ability. You should already be comfortable and productive with Haskell, and ready to dive in and make a difference to a large, evolving codebase. * Communication and teamwork ability. While our HQ is in Singapore, our development team is distributed geographically across four timezones, so we look for someone who will feel happy in this context. Familiarity with the following technologies is not required, but will be an advantage: * ClojureScript. * Amazon Web Services. * Docker. * Nix. As a financial company, we care a lot about the correctness and performance of our code. We aim to use modern Haskell practices wherever we can, both to make our lives easier, and also to make developing the platform as rewarding (and fun) as possible. To apply, please send us an email at hr+hn@capital-match.com with a brief resume and optionally a link to your open source contributions. More about our technical stack:",April 2018,Singapore,,,Haskell,,,Developer,Web Developer,,Onsite,Visa,
16493842,"Kineo | System Administrators | Brighton, UK | Full Time | Onsite | Salary: £28-35K"," Kineo develops and supports Learning Management Systems for business training, accreditations, apprenticeships and compliance. We're looking for 2 System Administrators to support the Linux (LAPP stack) application, dev and UAT servers, spread across a number of dedicated and cloud platforms/hosting companies. We're looking for people with a passion for Open Source, developing or increasing their knowledge and skills in cloud infrastructure, automation, monitoring and supporting Web apps. We have funky offices in the centre of Brighton, excellent benefits, volunteer days to help with local activities and the opportunity to progress within the business or others within the City and Guilds group. Apply: email nigel.kendrick@kineo.com quoting HN03.",March 2018,,,,,,,,,,Onsite,,
16735261,"Minerva Analytics | Software Engineer | Cambridge, MA | ONSITE |"," Minerva Analytics is seeking a Software Engineer to join its team, a recent venture to emerge from the Cogo Labs proven incubation model. Your raw energy and hunger to hone your engineering chops building consumer web applications will become the foundation of your success here. You'll be immersed in full-stack development on performant, feature-rich web and native applications backed by data-driven analytics and design teams. You aren't just another cog in the wheel here: your work will actively determine the success of our products. The successful candidate will…
* Be comfortable working with Python and JavaScript.
* Have a basic understanding of SQL and web security best practices.
* Think about performance, maintainability, and testing throughout an application's design and implementation phases.
* Be comfortable learning how to work with a front-end framework such as React, Angular, Ember, etc.
* Thrive in a fast paced, data-driven environment. Typical interview process: Phone screen (30 mins) => Technical test (~2 hours on your own time) => Onsite interviews (1-3 hours) => Reference check => Offer :) Apply here:",April 2018,,,,Python,JavaScript,SQL,Applications Engineer,Data Engineer,Software Engineer,Onsite,,
16739805,Transcriptic | Backend Software Engineer | Menlo Park | Fulltime |," Transcriptic is a robotic cloud laboratory for the life sciences. We design, build, own, and operate an automated cell and molecular biology infrastructure that scientists from all over the world use remotely over the internet. We are ""cloud computing"" for experimental biology: we enable ""labless"" biotech companies in the same way that software companies no longer build their own infrastructure. In addition to our cloud lab offering, Transcriptic is also implementing our technology at partner sites, such as Ginkgo Bioworks in Boston ( As an engineer on the TCLE (Transcriptic Common Lab Environment) team, you will get to work on the tech stack that is responsible for scheduling and execution of runs on our multi-tenant biology infrastructure (workcells). The stack is primarily built in Scala, and uses RabbitMQ as the communication backbone. Please apply at",April 2018,,,,Scala,,,Software Engineer,,,,,
16498205,"Sysco LABS | Austin, TX | Onsite | Fulltime"," Sysco LABS is a technology-focused division within Sysco Foods ($55bil/yr revenue), dedicated to reimagining foodservice through innovation. An extension of Sysco’s longstanding commitment to deliver exceptional products and services to the foodservice industry, Sysco LABS leverages customer and market intelligence, data-driven insights and agile technology development to rethink the entire foodservice ecosystem — from farm to table to check. Sysco LABS’ innovations will improve everything from the ordering process, inventory, pricing and automation to the in-restaurant customer experience. Operating with the mindset of a startup and backed by the authoritative expertise of an industry leader, Sysco LABS’ mission is to enhance the Sysco customer experience and consistently deliver revenue growth, cost savings and new innovations through technology. Any questions, send me an email: eric.adleman@sysco.com Senior Software Engineer: Training and Implementation Manager: Paid Advertising Marketing Manager: UX Researcher:",March 2018,,,,,,,Data Engineer,Senior Software Engineer,Software Engineer,Onsite,,
16735028,"Commure, Inc. | San Francisco, CA | Multiple positions |"," Fulltime | ONSITE We are a stealth startup working to fix the software doctors use. If you have seen what physicians have to put up with, it's a bad version of the 90s, and makes medical care worse and more expensive for everyone. We are a group of previously successful engineers and entrepreneurs (MIT, Dartmouth, Datapower, Stripe, Salesforce, etc) and senior doctors (John Hopkins, UCSF, etc) who are determined to finally fix this. Compensation: market salary & equity -- we are well funded. Stack: includes Rust, React and Node. We will also be solving some very interesting problems in the areas of APIs, domain-specific machine-learning and fine-grained application security. Please email jobs@commure.com and mention ""[hnjobs]"" in the subject line.",April 2018,San Francisco,,,,,,,,,,,
16735550,"TGS | Irvine, CA and Princeton, NJ | Full Time | ONSITE | $180 - 250k (base) + discretionary bonus"," TGS is a quantitative hedge fund with offices in Princeton, NJ and Irvine, CA. We provide challenging problems, excellent benefits and extremely high compensation. Our staff of 60 employees enjoys an open and collaborative culture, fully catered breakfast and lunch every day, onsite fitness facilities and annual retreats. Our health and dental insurance package pays for 100% of all premiums for all employees and their immediate families, and we offer generous paternity and maternity leave. We are looking for talented software engineers and research scientists to join us. Ideal software engineering candidates demonstrate exceptional programming and analytical skills with a propensity for developing creative solutions to complex problems. For research scientists, we like to see a PhD in a quantitative discipline such as Statistics, Math, Computer Science or Physics with a strong publication record. Both roles engage in work that directly contributes to the fund's performance. If you believe your technical accomplishments stand out for either role, we'd love to talk to you. Prior experience in finance is For inquiries, questions or to submit resumes, please contact gmandiant@gmail.com. You absolutely must submit ""number 2"" in the headline or your email will go unanswered. Recruiters will go unanswered as well. Thank you.",April 2018,,,,Go,,,,,,Onsite,,
16740106,"Blitz Esports |   | Full time | Berkeley, CA | Onsite only, relocation offered"," We're hiring full-stack or computer vision engineers to help build dope products for gamers. Blitz Esports is a 11 person esports tech & media startup (backed by YC, Greylock, KPCB) based in both Los Angeles and in Berkeley. We're looking specifically for 1-2 more engineers to join our engineering team in Berkeley, where we're developing a desktop companion app that uses computer vision, data-driven insights, and expert-crafted content to help gamers make better in-game decisions. Think of it like an ""automated friend"" that sits next to you that tells you what you need to do to win/get better. The games we're currently focus on are League of Legends, Overwatch, and CS:GO. The work is a lot of fun but pretty technically challenging. Basically both a concurrency and scaling problem (on the data-driven insights part where we parse and aggregate millions of match data), and also how do you do image processing in real-time without dropping gamers' FPS significantly. More details on the position here: If interested, please email jobs@blitzesports.com.",April 2018,,,,Go,,,,,,Onsite,,
16526970,"Checker | San Francisco, CA | Full-time | Onsite"," modern and compliant background checks, focused on building a fairer future for applicants.  growing and profitable, an unusual combination for the Bay Area :)  great engineering centric culture.  co-founded by engineers.  140+ ppl, 40+ eng. Forbes Next Billion Dollar Company: 4+ years relevant work experience -- Engineering <a href=""https://bit.ly/eng-full-stack"" rel=""nofollow"">https://bit.ly/eng-full-stack</a> <a href=""https://bit.ly/eng-backend-core"" rel=""nofollow"">https://bit.ly/eng-backend-core</a> <a href=""https://bit.ly/eng-manager"" rel=""nofollow"">https://bit.ly/eng-manager</a> -- Product <a href=""http://bit.ly/prod-manager-1"" rel=""nofollow"">http://bit.ly/prod-manager-1</a>",March 2018,San Francisco,,,,,,,,,Onsite,,
16742883,"Wirewax | Front and back end developers, Dev ops, Data engi| Onsite | London & New York |   We build awesome interactive videos and the pla"," We're hiring for a whole bunch of positions as the company is growing: LONDON, UK: Frontend Developer, Computer Vision Scientist, Product Designer, Backend Developer, DevOps Engineer, Sales, Data Engineer, Frontend & Animation Specialist Dev, QA & Automation Engineer NEW YORK, USA: Sales, Office Assistant, Frontend & Animation Specialist Dev, Fullstack Developer, QA Engineer <a href=""https://www.wirewax.com/jobs"" rel=""nofollow"">https://www.wirewax.com/jobs</a> I'm a developer here, been here just over a year, happy to answer any questions, henry at wirewax.com",April 2018,New York,London,,,,,Data Engineer,Data Scientist,Developer,Onsite,,
16519330,Truebill (YC W16) | Javascript Engineer/Architect | San Francisco/SF | ONSITE |," Truebill is autopilot for personal finance, allowing users to connect their financial accounts and receive insights and services to help them save money. This includes things like tracking their subscriptions and recurring payments, managing and lowering bills, analyzing financial health, and more. We have a seasoned founding team (our last startup sold for over $100m) and are growing quickly. We are seeking experienced full-stack Javascript engineers. We’re looking for smart, driven engineers who are passionate about building great consumer-facing products at scale. As a part of our small team, you’ll have input and immense impact on everything from business to product to engineering. You’ll also have a lot of choice in terms of what types of things you’d like to work on, and what areas you’d like to grow in. Our stack is awesome to work with: - React Native - Redux - Relay - GraphQL - Node - PostgreSQL Unfortunately, we cannot accept any dev bootcamp candidates right now. CS/CE-type degree and/or solid experience is required. Experience with machine learning is a plus. Experience working on consumer-scale apps is a plus. Email jobs+hn@truebill.com for more info. We’ll do a quick call to discuss further.",March 2018,San Francisco,,,JavaScript,,,,,,Onsite,,
16495486,"Wall-to-Wall Studios (W|W)   | Senior Web Developer | Honolulu, Hawaii | Full-time | Onsite"," We’re a creatively driven Branding Agency, in a fast-paced collaborative environment focused on delivering innovative, effective work. The candidate’s primary role is to lead web development and oversee multiple technical projects for clients, while simultaneously being a hands-on contributor within the agency. Mastery of a Javascript framework (React, Angular)
Ruby on Rails
Wordpress and other open source CMS platforms
PostCSS
MySQL
Apache, Nginx
Git, Github
Linux system administration <a href=""https://www.walltowall.com/pages/careers"" rel=""nofollow"">https://www.walltowall.com/pages/careers</a>",March 2018,,,,JavaScript,Ruby,,,,,Onsite,,
16735485,"Pathgather |   - ONSITE - New York, NY (NYC) At Pathgather, we", We're expanding our product and engineering teams and are looking for an experienced product manager and QA engineer to join us to help make enterprise learning better. See the job posts below for details: * GOLANG (DATA) ENGINEER: * SENIOR QA ENGINEER: * FRONTEND ENGINEER: * BACKEND ENGINEER: * PRODUCT MANAGER: Thanks!,April 2018,New York,,,,,,Data Engineer,,,Onsite,,
16742257,"Twitch | Frontend Engineer - Growth | San Francisco, CA | Full-Time"," My team at Twitch.tv is currently looking to hire a frontend engineer. <a href=""https://jobs.lever.co/twitch/b0f8e321-5275-4cd1-bba6-fca47fd7a503"" rel=""nofollow"">https://jobs.lever.co/twitch/b0f8e321-5275-4cd1-bba6-fca47fd...</a>",April 2018,San Francisco,,,,,,,,,,,
16768532,JP Morgan Chase – Cloud DevSecOps Engineer | ONSITE  Seattle-WA – Relocation provided and avai," The Role:  Help develop new cloud security strategies and implementations for the firm.  Champion a DevOps security model so that security is automated and elastic across all platforms Design, develop, test and implement JPMorgan Chase & Co security solutions for our cloud environments.  Perform deployment, administration, management, configuration, testing, and integration tasks related to the cloud security platforms. The Tech:  
•	Core infosec fundamentals and knowledge 
•	Understanding of core concepts for Public/Private/Hybrid clouds 
•	In-Depth OS Experience (RHEL, Ubuntu, Windows Server)
•	Understanding of networking (ports/protocols), firewalls, load balancers and IPS
•	Programming Skills (Python, Perl, Ruby, Bash, Go)
•	Understanding of host based security and tooling
•	Dev tools experience (Github, Terraform, Jenkins, etc.) Apply: Feel free to get in touch directly - shawn.m.mccredie@jpmorgan.com",April 2018,Seattle,,,Python,Ruby,Perl,,,,Onsite,,
16752780,"DataCamp www.datacamp.com | London, UK; Leuven, Belgium | ONSITE | Full time"," We believe data fluency helps people succeed. That’s why, at DataCamp, we are democratizing data science education by building the best platform to learn and teach data skills. We create technology for personalized learning experiences and bring the power of data fluency to millions of people around the world. FULL STACK SOFTWARE ENGINEER (RAILS & VUE.JS) ENGINEERING LEAD Join our team!",April 2018,London,,,,,,Data Engineer,Software Engineer,,Onsite,,
16736543,"Eden | San Francisco, CA | Full-Time, Onsite |"," Eden is the full-stack solution for office management. Our mission is to empower each client and Eden Wizard to do the best work of her or his life. Our services include office cleaning, supply stocking, IT support, handyman services, and taskers. Each Eden client has a dedicated account lead to ensure an insanely great experience. To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: Here are our open roles: - Senior Software Engineer: - Software Engineer:",April 2018,San Francisco,,,,,,Senior Software Engineer,Software Engineer,,Onsite,,
16742309,"TrademarkNow | Helsinki, Finland | Full time"," - Front-End Developer (React, Typescript, ...) - Scala Back-End Developer - Data Integration Architect - Sales Development Rep At TrademarkNow, we build the world’s leading trademark search and protection tools using the latest Machine Learning, AI and NLP technologies and techniques to imitate how a real lawyer would assess Trademark Likelihood of Confusion. While complex at its core, we hide the AI-nerdy stuff behind a simple – yet polished – User Interface used by some of the biggest brand owners in the world. With us, you get to work with a technology stack that utilizes the best programming tools and practices, such as Functional Programming, Microservice-based Architecture and an Agile way of working. We are modern and our systems are modern with no legacy systems. Read more and apply here:",April 2018,,,,Scala,,,Data Architect,Developer,Front End Developer,,,
